http://dbpedia.org/ontology/AutoRacingLeague	auto racing league	
http://dbpedia.org/ontology/HistoricPlace	historic place	
http://dbpedia.org/ontology/Depth	depth	
http://dbpedia.org/ontology/TelevisionHost	television host	
http://dbpedia.org/ontology/PolishKing	king of Poland	
http://dbpedia.org/ontology/MythologicalFigure	mythological figure	
http://dbpedia.org/ontology/MixedMartialArtsLeague	mixed martial arts league	
http://dbpedia.org/ontology/MovingImage	moving image	
http://dbpedia.org/ontology/TermOfOffice	term of office	
http://dbpedia.org/ontology/Single	single	
http://dbpedia.org/ontology/SoftballLeague	softball league	
http://dbpedia.org/ontology/Casino	casino	
http://dbpedia.org/ontology/RaceHorse	race horse	
http://dbpedia.org/ontology/Contest	contest	
http://dbpedia.org/ontology/RadioHost	radio host	
http://dbpedia.org/ontology/Governor	governor	
http://dbpedia.org/ontology/OfficeHolder	office holder	
http://dbpedia.org/ontology/MilitaryStructure	military structure	
http://dbpedia.org/ontology/RugbyClub	rugby club	
http://dbpedia.org/ontology/AustralianRulesFootballPlayer	Australian rules football player	
http://dbpedia.org/ontology/Chancellor	chancellor	
